id,firstname,lastname,faculty,year_of_birth,year_of_admission,idnp
16459,Jessy,Delp,Informatics,1998,2023,3597707370621
16460,Starla,Niccolo,Mathematics,2001,2015,4829557280970
16461,Barbara,Olnee,Mathematics,2002,2020,8951401476729
16462,Gilligan,Martguerita,Chemistry,2003,2014,6467840355295
16463,Ermengarde,Corabella,Chemistry,1999,2018,6881149526373
16464,Jsandye,Lea,Mathematics,1995,2015,5506436812927
16465,Kial,Noman,Chemistry,2002,2015,8663013386859
16466,Suzette,Pozzy,Chemistry,1997,2018,2627196704238
16467,Robinia,Miru,Mathematics,2003,2015,4699463071587
16468,Iseabal,Dielu,Chemistry,2001,2014,6687316921774
16469,Ketti,Dex,Mathematics,1995,2014,7931567532824
16470,Vere,Nunci,Mathematics,1998,2017,3738502752596
16471,Britte,Melan,Physics,2000,2020,7590999881104
16472,Annabela,Darian,Physics,2003,2016,7386781638235
16473,Joy,Shama,Chemistry,1998,2019,4116668548868
16474,Starla,Edmund,Chemistry,2000,2020,6700006191397
16475,Jillayne,Toffic,Physics,1997,2020,8661229740346
16476,Shirlee,Ariella,Informatics,1999,2017,6176019885349
16477,Ermengarde,Zetta,Informatics,2002,2018,2186812382003
16478,Millie,Sheedy,Mathematics,2001,2022,8291013139462
16479,Emelina,Lymann,Informatics,2004,2018,2834981196506
16480,Vinita,Christal,Mathematics,2002,2016,6502306130595
16481,Millie,Odysseus,Chemistry,2001,2014,6988549126733
16482,Emma,Wu,Chemistry,2000,2019,6256816906882
16483,Valera,Wandie,Mathematics,2000,2019,8806588469438
16484,Lisette,Cloris,Physics,1997,2015,6353615812739
16485,Georgina,Ietta,Physics,2000,2023,5841118448224
16486,Teriann,Dielu,Informatics,1998,2015,3006618803378
16487,Zaria,Alabaster,Chemistry,2002,2018,3579763778816
16488,Sashenka,Bach,Physics,2003,2022,2231597524903
16489,Carilyn,Miru,Informatics,2002,2016,3715324392879
16490,Brynna,Weinreb,Informatics,2003,2023,5831102990043
16491,Cordi,Sinegold,Mathematics,1995,2016,3113901848532
16492,Antonietta,Donoghue,Physics,2004,2021,3773058319111
16493,Andree,Goldina,Informatics,2004,2023,6230814054998
16494,Celisse,Hewitt,Informatics,1997,2021,4098496544730
16495,Max,Kosey,Mathematics,1998,2014,8998952453046
16496,Beverley,Swanhildas,Mathematics,2004,2019,3288930807413
16497,Fanny,Buttaro,Chemistry,1999,2019,6761254952363
16498,Allis,Roarke,Chemistry,1999,2016,5500633924800
16499,Ulrike,Bevin,Informatics,2002,2017,8040225194408
16500,Ann-Marie,Graig,Chemistry,2000,2018,2917604295725
16501,Minda,Brodench,Informatics,2000,2015,2333542039470
16502,Luci,Florina,Informatics,1996,2017,7848150025452
16503,Christian,Mitzi,Informatics,1997,2016,2643165911043
16504,Lorenza,Jefferey,Mathematics,2004,2017,8991194185816
16505,Vinita,An,Physics,1995,2018,2634384033522
16506,Ulrike,Fleeta,Informatics,2000,2015,8200631116267
16507,Peri,Jethro,Chemistry,1998,2019,2157540248883
16508,Agnese,Philoo,Physics,1999,2019,2094237729056
16509,Fawne,Korey,Informatics,1997,2019,3804890731967
16510,Dale,Grayce,Informatics,2000,2022,8928170646428
16511,Olwen,Stefa,Chemistry,1997,2022,6093637143092
16512,Gale,Ax,Mathematics,2000,2019,7784910292801
16513,Latisha,Regan,Physics,2002,2016,2391259730422
16514,Adriana,Magdalen,Physics,1998,2017,4951791040179
16515,Kial,Riordan,Mathematics,2000,2020,3195361175557
16516,Angela,Lory,Physics,2001,2016,8825426100844
16517,Leontine,Rosemary,Informatics,2004,2014,5839958092627
16518,Meriel,Yate,Chemistry,1995,2014,7043985389455
16519,Hettie,Ramona,Physics,2000,2023,3529378574790
16520,Pearline,Khorma,Chemistry,2003,2017,2666053827014
16521,Steffane,Kosey,Physics,1998,2014,5503317734826
16522,Miquela,Tamsky,Chemistry,1999,2019,6232862597475
16523,Kathy,Papageno,Physics,1999,2021,6593643225635
16524,Nerta,Rheingold,Informatics,1998,2016,3418218676281
16525,Corina,Lutero,Mathematics,1997,2017,7921331861210
16526,Reeba,Trey,Chemistry,2002,2022,2559028516880
16527,Kamilah,Haymes,Chemistry,1999,2020,6554834948629
16528,Penelopa,Jefferey,Physics,1997,2020,7385236815871
16529,Ilse,Terencio,Chemistry,1999,2019,7879409547484
16530,Anthia,Dyche,Physics,1996,2017,8574409124520
16531,Tracey,Euridice,Chemistry,1999,2016,8363323081530
16532,Nerta,Lilas,Chemistry,1999,2018,7287602516357
16533,Trudie,Erb,Informatics,1998,2022,3228398166119
16534,Eve,Xerxes,Chemistry,2001,2021,7857683878498
16535,Susan,Harl,Chemistry,1995,2016,7436845850700
16536,Juliane,Mintz,Chemistry,2002,2022,8003494214079
16537,Tressa,Podvin,Informatics,2000,2020,6098426275575
16538,Harmonia,Ajay,Informatics,1996,2023,5426288831339
16539,Evaleen,Carbo,Mathematics,1995,2016,3134523653806
16540,Brooks,Brenn,Physics,1997,2016,6227860373681
16541,Alyssa,Tiffa,Informatics,1997,2021,5734241036979
16542,Brena,McAdams,Physics,2004,2015,6747648116832
16543,Lulita,Wesle,Informatics,1995,2016,8432195638054
16544,Lucy,Dimitris,Physics,1997,2014,3405021634105
16545,Oona,Hourigan,Physics,2004,2022,5186582206018
16546,Aurore,Goddard,Chemistry,2000,2014,4122057757807
16547,Esmeralda,Fontana,Mathematics,1996,2016,8773519995333
16548,Penelopa,Joni,Mathematics,1996,2014,5557862321293
16549,Madalyn,Melony,Mathematics,1995,2021,2010000910580
16550,Orsola,Kauppi,Chemistry,1999,2017,8393892036914
16551,Bee,Persse,Chemistry,2004,2014,4225469516290
16552,Jemie,Vharat,Physics,1995,2020,5837966711140
16553,Corry,Junie,Chemistry,1999,2017,7509597789065
16554,Orsola,Leffen,Chemistry,1995,2017,7658529605612
16555,Audrie,Lilas,Mathematics,1998,2023,3729560238793
16556,Hannis,Catie,Chemistry,2001,2022,4646320741852
16557,Jacquetta,Honoria,Chemistry,2003,2018,8806705730365
16558,Amii,Brady,Mathematics,2004,2017,6997374091473
16559,Lory,Joachim,Chemistry,1998,2023,8622837953270
16560,Nadine,Gaal,Chemistry,2002,2020,4643865957510
16561,Anthia,Mata,Mathematics,2001,2022,4727924753584
16562,Aili,Yam,Informatics,2003,2023,5158605596451
16563,Jasmina,Clywd,Informatics,1999,2019,4846385738952
16564,Beth,Kenney,Informatics,1999,2023,5809233601735
16565,Jessamyn,Uund,Informatics,1999,2018,7736115775128
16566,Allis,Merna,Mathematics,1998,2020,2625896233065
16567,Joeann,Urias,Physics,1995,2020,8581727323436
16568,Sam,Sancho,Mathematics,2000,2022,5804330134575
16569,Kittie,Tiffa,Mathematics,1998,2022,5794511915831
16570,Bobinette,Tufts,Mathematics,1999,2018,4685510767629
16571,Sara-Ann,Wallis,Physics,1995,2015,6538950321983
16572,Zsa Zsa,Orlene,Chemistry,1998,2016,3235949887777
16573,Beatriz,Docilla,Mathematics,2000,2021,5431387076349
16574,Shauna,Mullane,Informatics,2001,2015,5023474525696
16575,Lucille,Raul,Physics,1998,2015,5343964408771
16576,Jacenta,Erb,Chemistry,2002,2021,8363997937427
16577,Constance,Allina,Mathematics,2001,2017,5119417315599
16578,Jillayne,Saunderson,Physics,2000,2019,3101086737403
16579,Addia,Cimbura,Chemistry,1997,2015,4602332018842
16580,Mireielle,Xerxes,Mathematics,2003,2014,5079823144626
16581,Ermengarde,Krystle,Informatics,1997,2023,4571550794513
16582,Genovera,Bigner,Chemistry,1996,2021,5319479869798
16583,Randa,Magdalen,Chemistry,2000,2017,2454947625024
16584,Nanete,Salvidor,Chemistry,2000,2018,4963587149526
16585,Binny,Cloris,Physics,2000,2015,3385454359135
16586,Heddie,Gaynor,Physics,2002,2014,7791334233200
16587,Cindelyn,Emmaline,Mathematics,1995,2016,5635369154807
16588,Courtnay,Jeanne,Mathematics,1996,2014,3035991677150
16589,Sybille,Ophelia,Mathematics,2003,2020,6997977181321
16590,Aaren,Merell,Mathematics,2003,2016,4537994207921
16591,Hermione,Mayeda,Chemistry,1997,2014,4073531638835
16592,Bernie,Diann,Chemistry,1997,2016,8456901714194
16593,Anestassia,Christine,Informatics,1997,2023,2416775749340
16594,Kellen,Goldina,Physics,1999,2022,4012070371506
16595,Fernande,Gale,Mathematics,1996,2016,5434607465625
16596,Jobi,Cynar,Mathematics,2000,2014,2991567013591
16597,Belinda,Sammons,Physics,1999,2019,8825208807472
16598,Ardenia,Pip,Mathematics,1999,2017,3367564741232
16599,Raina,Ricki,Chemistry,1998,2020,3683087403616
16600,Ermengarde,Wilkinson,Informatics,2000,2018,6455031333234
16601,Elyssa,Ramona,Mathematics,2001,2017,6351551783058
16602,Merry,Si,Mathematics,1996,2015,6640536481197
16603,Fernande,Alexandr,Mathematics,1998,2018,2413529279588
16604,Juliane,Othilia,Mathematics,1997,2020,4062362481047
16605,Daryl,Mehalek,Informatics,2003,2017,2576302033557
16606,Miquela,Earlie,Physics,2003,2022,7216165412533
16607,Cassondra,Euridice,Physics,1995,2022,7571858200384
16608,Magdalena,Henrie,Informatics,1995,2018,5945952267929
16609,Sherrie,Cassius,Informatics,1999,2017,6008309300634
16610,Lyssa,Madaih,Physics,2003,2018,6491654052859
16611,Dennie,Honoria,Mathematics,2002,2023,7948946981674
16612,Ayn,Kenney,Physics,1996,2016,3084681435917
16613,Emmey,Georgy,Informatics,1996,2021,2989796279714
16614,Lexine,Bates,Mathematics,2004,2016,2129352773322
16615,Jany,Philoo,Mathematics,1999,2021,2225044205463
16616,Grier,Bivins,Mathematics,2002,2020,2703779847315
16617,Cyndie,Medrek,Chemistry,2000,2017,7373919794372
16618,Layla,Nisbet,Informatics,1996,2018,2660517815077
16619,Cathyleen,Capello,Mathematics,2001,2018,2085244687046
16620,Olivette,Ruvolo,Mathematics,2004,2015,6595662157743
16621,Coral,Karylin,Physics,2000,2018,3481239469434
16622,Kristan,Noam,Chemistry,1999,2022,4234262580165
16623,Sandie,Clarissa,Chemistry,2003,2022,5042951216760
16624,Stevana,Arley,Chemistry,2003,2017,3556638210051
16625,Emma,Iaverne,Physics,2001,2017,2377346749624
16626,Celene,Quinn,Mathematics,1999,2015,6565878661467
16627,Rivalee,Delp,Chemistry,2003,2016,2935128028375
16628,Valli,Santoro,Mathematics,2004,2021,6261373275006
16629,Hermione,Randene,Physics,1995,2020,5016053468283
16630,Minne,Tufts,Informatics,2003,2020,3349501233007
16631,Marti,Judye,Physics,1995,2020,2163841016424
16632,Therine,Doig,Chemistry,1996,2016,3279699882855
16633,Paola,Colbert,Physics,1996,2018,8313076370397
16634,Alameda,Hailee,Physics,1995,2015,4644195424309
16635,June,Ventre,Mathematics,1999,2023,7388609953947
16636,Cassondra,Kenwood,Informatics,2003,2017,8457572224032
16637,Rochette,Gombach,Mathematics,1998,2020,3980696726144
16638,Brynna,Tound,Mathematics,2001,2016,2385301363168
16639,Amalie,Breed,Chemistry,2002,2021,3561116553245
16640,Anestassia,Corabella,Physics,1997,2014,8856133041795
16641,Kathy,Georas,Mathematics,1996,2022,7178386060444
16642,Clo,Teddman,Chemistry,2004,2017,4183359272979
16643,Alexine,Neils,Chemistry,2001,2020,8055568149133
16644,Madalyn,Naor,Physics,1995,2015,4396638196618
16645,Claresta,Delila,Mathematics,1997,2023,2708970442991
16646,Alisha,Suk,Chemistry,2001,2014,3571000244558
16647,Adriana,Tufts,Physics,1998,2022,8394101088375
16648,Alia,Nisbet,Chemistry,1995,2023,7496137319852
16649,Doro,Kirstin,Chemistry,2001,2016,4266232365706
16650,Marnia,Cherianne,Informatics,1998,2018,4275444607980
16651,Nonnah,Presber,Chemistry,1995,2017,3689917123596
16652,Viviene,Vary,Informatics,1995,2015,8262666536310
16653,Nariko,Goth,Mathematics,2004,2020,4261646453875
16654,Andeee,Cecile,Mathematics,1996,2018,6700054936331
16655,Ileana,Jillane,Informatics,2004,2023,8186602665968
16656,Alex,Persse,Chemistry,1995,2017,8560873326659
16657,Brooks,Podvin,Physics,1997,2014,2990258881036
16658,Elfreda,Sidonius,Physics,1999,2016,4498113020984
16659,Melina,Abram,Informatics,2000,2015,7929537795694
16660,Roxane,Bartlett,Chemistry,2003,2014,8972690632872
16661,Glenda,Bouchard,Mathematics,1997,2022,3895707500897
16662,Kaia,Stilwell,Informatics,1999,2019,7044393956094
16663,Carmencita,Land,Physics,2001,2017,7188105482242
16664,Christy,Gahl,Informatics,2001,2015,5378401587375
16665,Marleah,Edvard,Mathematics,1999,2022,7605140343042
16666,Angelique,Pelagias,Physics,2001,2018,3666885483039
16667,Valera,Delila,Physics,1997,2015,3839366341027
16668,Fina,Billye,Physics,1995,2019,3417180915264
16669,Jsandye,Stacy,Informatics,1999,2014,7423926465382
16670,Maridel,Skurnik,Physics,1997,2022,6962034804841
16671,Lelah,Weide,Informatics,1999,2015,8219567002404
16672,Selia,Ackerley,Informatics,1999,2021,2697349623387
16673,Betta,Leffen,Mathematics,1997,2016,4862054857517
16674,Kaia,Roxanna,Physics,1997,2021,8389203656467
16675,Cathie,Rosemary,Informatics,2003,2019,5670628768634
16676,Loree,Barney,Physics,2003,2015,6976207327345
16677,Bobinette,Tayib,Chemistry,1996,2019,6036185686946
16678,Georgina,Eugenia,Mathematics,1995,2018,3082521690395
16679,Laure,Odysseus,Mathematics,1998,2019,7502117103019
16680,Shaylyn,Donell,Chemistry,1995,2021,6908226904313
16681,Lenna,Sadowski,Chemistry,1995,2016,6321215134253
16682,Ana,Flita,Mathematics,2003,2021,3360845039333
16683,Eolanda,Tannie,Physics,1999,2014,8738990671152
16684,Aili,Corabella,Informatics,2000,2021,4599099367999
16685,Ermengarde,Marden,Physics,1998,2018,8603449551970
16686,Kenna,Azeria,Informatics,2001,2021,8211567316850
16687,Sheelagh,Bendick,Mathematics,1995,2023,6701979578715
16688,Sissy,Terencio,Mathematics,1999,2014,3720168143592
16689,Shaine,Quent,Informatics,2003,2015,3194702590967
16690,Coral,Mintz,Mathematics,2002,2014,6677009656231
16691,Shaine,Lissi,Mathematics,2000,2023,6489410819219
16692,Chandra,Swanhildas,Chemistry,2001,2015,8390394451436
16693,Tatiania,Lutero,Chemistry,2003,2018,6400787501479
16694,Ana,Urania,Chemistry,1997,2016,2965744049281
16695,Pollyanna,Thunell,Mathematics,1996,2016,7983981901886
16696,Rochette,Hutchison,Chemistry,1998,2017,4757829689847
16697,Alex,Gower,Informatics,1998,2015,6144283568661
16698,Kristan,Elo,Informatics,1998,2018,4114892661111
16699,Brianna,Adrienne,Informatics,2002,2022,7228051768358
16700,Korrie,Tyson,Physics,2001,2023,4959270153386
16701,Sallie,Pitt,Informatics,2002,2015,8005134323063
16702,Marcelline,Hillel,Informatics,2004,2020,3490242179817
16703,June,Amand,Mathematics,2004,2014,4693588536162
16704,Micheline,Fulmer,Informatics,1997,2022,6198939081012
16705,Linet,Cottle,Chemistry,2002,2014,3762506931195
16706,Roslyn,McCutcheon,Informatics,1998,2019,7910482438452
16707,Anica,Genna,Chemistry,1997,2017,3218977551059
16708,Zondra,Iaverne,Physics,1995,2017,5664759950275
16709,Stacey,Pozzy,Mathematics,2001,2021,6197604230764
16710,Britni,Garek,Mathematics,1997,2022,2938294862178
16711,Dorene,Calhoun,Mathematics,1999,2022,2277312539354
16712,Selia,Jess,Physics,1995,2017,8271007779452
16713,Karina,Mullane,Informatics,1995,2023,6384100969288
16714,Hyacinthe,Damarra,Mathematics,1998,2014,6992961350833
16715,Modestia,Adalbert,Mathematics,2003,2015,7480130450400
16716,Tarra,Sallyann,Mathematics,1996,2023,7998858183011
16717,Harmonia,Zola,Informatics,1997,2019,4324218357035
16718,Hildegaard,Fadiman,Mathematics,1996,2018,7371059636417
16719,Jeanna,Kauppi,Chemistry,1998,2020,2959279192878
16720,Joleen,Seumas,Chemistry,2000,2021,7576511942202
16721,Ashlee,Medrek,Chemistry,2003,2019,2856318251847
16722,Kassey,Montgomery,Physics,2001,2022,4334930070463
16723,Chickie,Macey,Physics,2002,2020,3237529194781
16724,Coral,Lauraine,Informatics,2003,2022,2799689634942
16725,Kirbee,Hanleigh,Informatics,1995,2018,3329909751669
16726,Zia,Dorcy,Chemistry,1998,2019,6452482951407
16727,Concettina,Maples,Informatics,1996,2020,5072528476426
16728,Flory,Concha,Informatics,2001,2016,5390119846992
16729,Bobinette,Palocz,Physics,1996,2019,2887767868375
16730,Angelique,Barbey,Informatics,2001,2018,5325732584413
16731,Margarette,Callista,Physics,1995,2014,7985151810085
16732,Elka,Vanni,Chemistry,2000,2014,3759467730259
16733,Wynne,Felecia,Mathematics,1999,2017,3169137315969
16734,Olwen,Wyn,Mathematics,2003,2015,3933869803261
16735,Deane,Sherrie,Physics,2004,2023,6467302426114
16736,Netty,Susannah,Physics,2003,2021,8977743661664
16737,Heddie,Liva,Informatics,2001,2019,8938100606682
16738,Margalo,Anastatius,Mathematics,1996,2023,4429327572864
16739,Neila,Shanley,Informatics,2004,2023,7410591835084
16740,Maye,Mathilde,Chemistry,2001,2014,3746259523978
16741,Kathy,O'Rourke,Informatics,1997,2017,8842926827224
16742,Candy,Lewes,Physics,1996,2018,7446140744937
16743,Frank,Bettine,Mathematics,1996,2017,3866295411240
16744,Drucie,Girardo,Mathematics,2002,2019,3123588302617
16745,Clo,Justinn,Chemistry,1995,2022,7956922959606
16746,Wileen,Mike,Informatics,1995,2014,8026382788468
16747,Dede,Dorine,Physics,1998,2018,7311459128546
16748,Ileana,Curren,Mathematics,1998,2022,6247250180803
16749,Sam,Cosenza,Chemistry,2002,2023,6209754097459
16750,Lonnie,Denis,Physics,2004,2014,6731978581767
16751,Tori,Linehan,Mathematics,2002,2015,3464977483047
16752,Joy,Seumas,Physics,1999,2014,7991073980727
16753,Brianna,Maryanne,Informatics,2004,2019,7125461767555
16754,Tina,Kathie,Mathematics,1998,2018,8985921630339
16755,Josephine,Krystle,Mathematics,1999,2017,7197005275811
16756,Myrtice,Harday,Mathematics,1998,2017,2491034330207
16757,Jaclyn,Tremayne,Physics,1996,2017,7896493927239
16758,Deane,Florina,Informatics,2002,2023,2842314315615
16759,Frieda,Meli,Chemistry,2002,2023,6259724381162
16760,Carmencita,Mich,Chemistry,2001,2014,6409347433837
16761,Rozele,Garbe,Chemistry,1998,2014,2001528204752
16762,Florencia,Justinn,Physics,2001,2019,7038710682160
16763,Tonia,Dimitris,Mathematics,1999,2019,2941252216875
16764,Daphne,Jacobah,Physics,2002,2020,4349443988859
16765,Dione,Lauraine,Physics,2004,2023,3446147211140
16766,Averyl,Hessler,Physics,1995,2023,2887679572124
16767,Sashenka,Marlie,Mathematics,1997,2020,4856760944739
16768,Ketti,Eliathas,Physics,2000,2016,2805297816155
16769,Brandise,Ursulette,Informatics,2001,2021,6972750885976
16770,Rochette,Ackerley,Informatics,2001,2014,6214940550225
16771,Aurelie,Burkle,Chemistry,2003,2021,5529966094882
16772,Kirstin,Darian,Chemistry,2000,2022,7017508016367
16773,Ardenia,Aprile,Chemistry,1998,2022,2883326861089
16774,Annora,Noelyn,Mathematics,1996,2014,3414744638216
16775,Valera,Egbert,Mathematics,1997,2015,2180122138829
16776,Helsa,Dowski,Chemistry,1997,2022,3382174368067
16777,Edith,Jena,Mathematics,2004,2020,7451071441885
16778,Althea,Vastah,Mathematics,2003,2018,3169231171988
16779,Coral,Gilbertson,Chemistry,2000,2015,2897304015712
16780,Jorry,Mehalek,Chemistry,2003,2015,5372428266666
16781,Abbie,Diogenes,Chemistry,1996,2023,3632997889356
16782,Luci,Brady,Mathematics,2001,2020,7056927770547
16783,Gianina,Blake,Physics,2000,2017,3995706199800
16784,Jillayne,Annice,Mathematics,1997,2020,5274114218605
16785,Sidoney,Ovid,Physics,1998,2020,4392887428984
16786,Augustine,Knowling,Informatics,1996,2015,3515399427895
16787,Lily,Sundin,Chemistry,2000,2021,5021232474442
16788,Korrie,Maribeth,Mathematics,2001,2014,8265224550641
16789,Jany,Carolin,Chemistry,1998,2015,4679202686650
16790,Roz,Konyn,Informatics,2003,2020,3893498966053
16791,Hettie,Minetta,Mathematics,1996,2019,3822262146570
16792,Ardeen,Sadowski,Informatics,1995,2018,7082911524080
16793,Ethel,Hermes,Informatics,1998,2020,8820327334149
16794,Celisse,Cimbura,Mathematics,2002,2021,5368023061834
16795,Isa,Sophronia,Physics,2000,2022,5475664583840
16796,Brietta,Kussell,Chemistry,2003,2018,3942566951029
16797,Fayre,Estella,Chemistry,2002,2019,3767829519727
16798,Larine,Ochs,Mathematics,2003,2021,5197681670188
16799,Marylou,Nester,Mathematics,2001,2021,7735450831743
16800,Gloria,Merell,Physics,1996,2018,7523377082083
16801,Lucille,Cutlerr,Physics,2001,2015,6350395044500
16802,Evita,Adamsen,Physics,1996,2021,8577302041107
16803,Atlanta,Pulsifer,Physics,1999,2017,5816523172418
16804,Fernande,Juan,Informatics,1999,2014,5293641829539
16805,Aimil,Elsinore,Informatics,1998,2015,3210115589302
16806,Susette,Carri,Informatics,1999,2016,2102324826075
16807,Raina,McAdams,Mathematics,1998,2015,2255299106693
16808,Katharina,Gower,Mathematics,1997,2016,4482303264019
16809,Danika,Behre,Informatics,2002,2015,7211469710142
16810,Jacquetta,Alva,Mathematics,2000,2018,5227678671043
16811,Lanna,Tufts,Chemistry,2001,2018,7841239493259
16812,Myriam,Maryanne,Physics,1996,2023,4244726466589
16813,Abbie,Ortrude,Physics,1997,2023,6792561363039
16814,Cassondra,Fry,Informatics,2001,2023,6822028654914
16815,Sharlene,Longfellow,Informatics,2003,2023,7156015568629
16816,Viviene,Ledah,Physics,1995,2016,4068303355848
16817,Kirbee,Dosia,Physics,2002,2017,7704303798611
16818,Karolina,Rozanna,Physics,2001,2021,6320389906925
